,horizon,mse,rmse,mae,mape,coverage
165,202 days 00:00:00.000000000,8256.049526615307,90.86280606835399,72.85274036854511,0.28707025466015434,0.3194690265486726
166,203 days 00:00:00.000000000,8393.076571272524,91.61373571289691,73.25975027501583,0.289419394977791,0.3259587020648968
167,204 days 00:00:00.000000000,8430.170834696575,91.81596176426284,73.4367782593403,0.2908222797704972,0.3305941845764855
168,205 days 00:00:00.000000000,8511.874640649163,92.25982137772196,74.05605099758131,0.2934128023044308,0.33038348082595864
169,206 days 00:00:00.000000000,8644.445439357787,92.97550989028126,74.94092000579413,0.29676865043850886,0.32616940581542353
170,207 days 00:00:00.000000000,8610.227823835292,92.79131329944249,75.14742390501749,0.29717966816838326,0.3255372945638433
171,208 days 00:00:00.000000000,8757.582007078752,93.58195342628167,76.10165927561994,0.3007290755421055,0.320480404551201
172,209 days 00:00:00.000000000,8967.266302008422,94.6956509139064,77.03518588877813,0.30493929265806224,0.31710914454277284
173,210 days 00:00:00.000000000,9026.367001193299,95.00719447069942,77.19227607773128,0.3063690752195575,0.3203539823008849
174,211 days 00:00:00.000000000,9107.49516751142,95.43319740798492,77.73683755125921,0.30933093001537165,0.3163716814159293
175,212 days 00:00:00.000000000,9275.94314864843,96.31169788062316,78.85820709131256,0.3142408249584949,0.30783817951959525
176,213 days 00:00:00.000000000,9445.852473218998,97.18977555905249,79.96684281089074,0.31899544438540106,0.3021491782553729
177,214 days 00:00:00.000000000,9442.343092613517,97.17171961333975,80.29860733357503,0.31989128913505016,0.29898862199747145
178,215 days 00:00:00.000000000,9458.652639557858,97.25560466912876,80.5032303942294,0.3204880920137297,0.29519595448798996
179,216 days 00:00:00.000000000,9612.562738045812,98.04367770563185,81.20402580350049,0.3240318061522737,0.2912979351032448
180,217 days 00:00:00.000000000,9710.61710674897,98.54246347006436,81.32493519704298,0.32591598433309105,0.295575221238938
181,218 days 00:00:00.000000000,9686.701613841007,98.42104253583685,81.14850498960617,0.325719159792398,0.29793510324483774
182,219 days 00:00:00.000000000,9779.862370488105,98.89318667374464,81.85498614056435,0.3287441518934747,0.29266750948166875
183,220 days 00:00:00.000000000,9876.608893153816,99.3811294620554,82.51594434348212,0.33169367394910315,0.28824273072060685
184,221 days 00:00:00.000000000,9792.06203718563,98.95484847740221,82.34723114959455,0.3306587955392199,0.28824273072060674
185,222 days 00:00:00.000000000,9722.101681112596,98.60071846144224,82.2726980732258,0.33001028339171623,0.2838179519595447
186,223 days 00:00:00.000000000,9883.863121282806,99.41761977276867,83.03988828195513,0.33357972292181365,0.2787610619469026
187,224 days 00:00:00.000000000,9991.049522492296,99.95523759409657,83.10294851416346,0.3353990753816512,0.28318584070796465
188,225 days 00:00:00.000000000,9919.725393681716,99.59781821747761,82.73024815068239,0.3345365739454979,0.284660766961652
189,226 days 00:00:00.000000000,9988.09892750183,99.94047692252539,83.3586967149874,0.33695320030845033,0.2793931731984829
190,227 days 00:00:00.000000000,10074.663792225676,100.37262471523636,83.90249474045025,0.3389849187209203,0.2749683944374209
191,228 days 00:00:00.000000000,9948.789685312908,99.74361977245917,83.35834440466222,0.336508426990581,0.2793931731984829
192,229 days 00:00:00.000000000,9843.034279274108,99.2120672059307,82.98647637347082,0.33488748033140997,0.2838179519595448
193,230 days 00:00:00.000000000,9980.283799490157,99.9013703584198,83.51990095418694,0.3376669419371813,0.2831858407079646
194,231 days 00:00:00.000000000,10046.072909798584,100.23009981935857,83.3633164752298,0.3386720841507328,0.29203539823008845
195,232 days 00:00:00.000000000,9943.923270247324,99.71922217028833,82.832668363532,0.337003540390174,0.2920353982300885
196,233 days 00:00:00.000000000,10008.729656120442,100.04363875889582,83.39481536659068,0.3389379668479914,0.2819216182048042
197,234 days 00:00:00.000000000,10061.74056302701,100.30822779327232,83.80142464395091,0.3401997154025301,0.2831858407079647
198,235 days 00:00:00.000000000,9969.596436642028,99.8478664601404,83.5543317231906,0.33829069020921876,0.28381795195954496
199,236 days 00:00:00.000000000,9879.736116573122,99.39686170384417,83.29771821032745,0.33691015131986596,0.28381795195954485
200,237 days 00:00:00.000000000,10007.989234632278,100.03993819786315,83.84344620229113,0.33982994667158056,0.2831858407079644
201,238 days 00:00:00.000000000,10071.627588237468,100.35749891382042,83.88344699200168,0.3415321073225296,0.2883480825958703
202,239 days 00:00:00.000000000,10118.395969025027,100.5902379409902,84.07212001925731,0.3431746423970852,0.2853982300884956
203,240 days 00:00:00.000000000,10178.248385475024,100.88730537324815,84.71855882020887,0.34485680909200417,0.27433628318584075
204,241 days 00:00:00.000000000,10087.378757323886,100.43594355271367,84.49305612887835,0.3427107238196568,0.2737041719342605
205,242 days 00:00:00.000000000,9990.04772324129,99.95022622906508,84.09051725436287,0.3404455323487608,0.27728613569321525
206,243 days 00:00:00.000000000,9840.873993642446,99.20117939642878,83.43328375929734,0.33735382331941655,0.2895069532237673
207,244 days 00:00:00.000000000,9940.889151953868,99.70400770256865,83.70785592523853,0.3390995155739379,0.29203539823008867
208,245 days 00:00:00.000000000,9988.003161924738,99.93999780830865,83.7203410048776,0.3402939927360167,0.2973451327433629
209,246 days 00:00:00.000000000,9910.195239506222,99.54996353342487,83.30703399540336,0.339328974529689,0.3035398230088495
210,247 days 00:00:00.000000000,9948.962502909879,99.74448607772702,83.79702997188524,0.3404183967402734,0.30151706700379255
211,248 days 00:00:00.000000000,9946.96189121535,99.73445689036136,83.96753857343387,0.3400957816325204,0.3015170670037925
212,249 days 00:00:00.000000000,9747.621105933578,98.73004155743872,83.08656962450266,0.3351433200104593,0.3078381795195954
213,250 days 00:00:00.000000000,9625.09997100802,98.10759384985455,82.55476803462382,0.3320770114812223,0.3126843657817109
214,251 days 00:00:00.000000000,9725.977964365082,98.62037296808951,82.85055365005987,0.33352436762545257,0.3132743362831858
215,252 days 00:00:00.000000000,9797.772294093473,98.98369711267343,83.00634597691865,0.33467922671057043,0.31681415929203544
216,253 days 00:00:00.000000000,9810.468342213879,99.0478083665352,83.13090312177539,0.334820846604913,0.32153392330383485
217,254 days 00:00:00.000000000,9912.416033289615,99.56111707534029,83.84211457451079,0.33681900950461496,0.3200589970501473
218,255 days 00:00:00.000000000,9954.245713861636,99.77096628709995,84.0089857102758,0.336804040609822,0.3236409608091024
219,256 days 00:00:00.000000000,9844.146426081788,99.21767194447665,83.54614815346982,0.33408492391830186,0.3324905183312264
220,257 days 00:00:00.000000000,9899.26121915165,99.49503112794955,83.94512977499991,0.3354129605146038,0.33438685208596713
221,258 days 00:00:00.000000000,10060.787363247593,100.30347632683322,84.5699131747355,0.33832752012034495,0.3348082595870207
222,259 days 00:00:00.000000000,10242.48541719988,101.2051649729394,85.30058303162603,0.34178712135617545,0.33539823008849545
223,260 days 00:00:00.000000000,10317.34170244908,101.5743161554587,85.64408699230965,0.34340339961353306,0.34070796460177005
224,261 days 00:00:00.000000000,10482.665393738547,102.3848885028379,86.60248763093703,0.346505674304894,0.3400758533501897
225,262 days 00:00:00.000000000,10622.262076558236,103.06435890528905,87.24035417761316,0.34870220632594956,0.34323640960809115
226,263 days 00:00:00.000000000,10505.14662172635,102.4946175256357,86.82425951599151,0.3463268782104908,0.352085967130215
227,264 days 00:00:00.000000000,10471.816932827887,102.33189597006344,86.89863511154415,0.34602651602400736,0.354614412136536
228,265 days 00:00:00.000000000,10681.949161560742,103.35351547751408,87.85089696277755,0.34946680630269467,0.3495575221238938
229,266 days 00:00:00.000000000,10876.177768313031,104.28891488702446,88.52582536448003,0.3528159304633923,0.34513274336283195
230,267 days 00:00:00.000000000,10932.83106647215,104.56017916239504,88.84837634913777,0.3543712976498731,0.34513274336283184
231,268 days 00:00:00.000000000,11093.386244392144,105.32514535661531,89.75153787905333,0.3572045349372521,0.3413400758533502
232,269 days 00:00:00.000000000,11224.988044633461,105.94804408120737,90.31510479232162,0.3588226984215121,0.34323640960809093
233,270 days 00:00:00.000000000,11114.439824920937,105.42504363253039,89.90364524022225,0.3566558037767865,0.3482932996207333
234,271 days 00:00:00.000000000,11082.924473843148,105.27546947814172,90.00781846528619,0.3567756541724704,0.3466076696165191
235,272 days 00:00:00.000000000,11298.301358196955,106.2934680881048,90.88050000623203,0.3600368489626542,0.3436578171091446
236,273 days 00:00:00.000000000,11487.647573679851,107.1804439890032,91.48917032014204,0.36293692057383403,0.34336283185840705
237,274 days 00:00:00.000000000,11567.38792692182,107.55179183501231,91.80509393900478,0.3640682029848917,0.33982300884955763
238,275 days 00:00:00.000000000,11728.57126573738,108.2985284560108,92.55944113085386,0.3662867200346588,0.33438685208596713
239,276 days 00:00:00.000000000,11845.702229773471,108.83796318276758,92.97869446564944,0.3672404141082987,0.3375474083438687
240,277 days 00:00:00.000000000,11829.551367186328,108.76374104997643,92.97380507755031,0.3672635050577479,0.3421828908554574
241,278 days 00:00:00.000000000,11850.963844198606,108.86213227839424,93.35475838632756,0.3689166233535371,0.3407079646017699
242,279 days 00:00:00.000000000,12097.321518929297,109.98782441220163,94.37137249570343,0.3727347539542064,0.33038348082595864
243,280 days 00:00:00.000000000,12180.475630259092,110.36519211354226,94.599431151092,0.37340584234709384,0.3274336283185841
244,281 days 00:00:00.000000000,12272.68976702361,110.78217260472738,95.02319409386361,0.3742322328776296,0.32616940581542353
245,282 days 00:00:00.000000000,12393.045078306166,111.32405435621794,95.47772158128299,0.3755508475553312,0.32364096080910243
246,283 days 00:00:00.000000000,12490.840965728863,111.76243092259968,95.77147383587419,0.37636077613463303,0.3192161820480404
247,284 days 00:00:00.000000000,12472.640019155042,111.68097429354313,95.82811353057654,0.376281461225399,0.31731984829329973
248,285 days 00:00:00.000000000,12549.579568362082,112.02490601809082,96.44566340710914,0.3786646084994863,0.3112094395280237
249,286 days 00:00:00.000000000,12760.652230431777,112.96305692761584,97.33009359814477,0.3817457657645888,0.30884955752212384
250,287 days 00:00:00.000000000,12847.131122986259,113.3451857071409,97.63441424020264,0.38251607260855974,0.3112094395280236
251,288 days 00:00:00.000000000,12987.006267119754,113.96054697622223,98.3089432230379,0.3849233536297143,0.3084702907711757
252,289 days 00:00:00.000000000,13132.495009779721,114.59709860978035,98.9305101282246,0.3870752890999787,0.30151706700379255
253,290 days 00:00:00.000000000,13263.816174091295,115.1686423211253,99.37082834992172,0.38868742908823956,0.30278128950695316
254,291 days 00:00:00.000000000,13221.457155409622,114.98459529610747,99.40844086077037,0.38828607044874086,0.3059418457648545
255,292 days 00:00:00.000000000,13260.883229346016,115.15590835621947,99.88426543669348,0.3896103364104546,0.29941002949852513
256,293 days 00:00:00.000000000,13463.066378235944,116.03045452912758,100.63998434326568,0.3919696244047689,0.29646017699115046
257,294 days 00:00:00.000000000,13638.541843615418,116.78416777806578,101.45242092248576,0.39497901337128066,0.29203539823008856
258,295 days 00:00:00.000000000,13668.567244931519,116.91264792541276,101.54904236389935,0.39511019026746025,0.2970922882427308
259,296 days 00:00:00.000000000,13757.085794642911,117.2906040339247,101.97550005818532,0.39666690997462667,0.290771175726928
260,297 days 00:00:00.000000000,13778.219231249517,117.38065952809056,101.97511155818552,0.39578285203969044,0.28761061946902655
261,298 days 00:00:00.000000000,13566.024166841982,116.47327662104291,101.13495375190845,0.39127624681993434,0.2920353982300885
262,299 days 00:00:00.000000000,13715.877315694086,117.1148039988715,101.943678211453,0.3946707210408568,0.2850821744627055
263,300 days 00:00:00.000000000,13717.560442362956,117.12198957652211,101.98496161129373,0.3945053323122986,0.28318584070796465
264,301 days 00:00:00.000000000,13830.631507886923,117.60370533230203,102.30879000337958,0.3961994003308592,0.2849557522123894
265,302 days 00:00:00.000000000,13926.14733386551,118.00909852153566,102.72524325626182,0.39866244415763885,0.2861356932153393
266,303 days 00:00:00.000000000,14141.0082323958,118.91597130913829,103.73851231224131,0.40265688578201214,0.2781289506953225
267,304 days 00:00:00.000000000,14267.905779419258,119.44833937489152,104.35522083427104,0.4050316103256704,0.2724399494310998
268,305 days 00:00:00.000000000,14171.4155193826,119.04375464249522,104.12257581369857,0.40393767730737495,0.2724399494310999
269,306 days 00:00:00.000000000,14265.777927880958,119.43943204771595,104.65322250315423,0.406018073945398,0.2686472819216183
270,307 days 00:00:00.000000000,14528.112621157752,120.53262056869814,105.78663310092509,0.4097773468770151,0.2610619469026548
271,308 days 00:00:00.000000000,14737.009047952337,121.39608333036259,106.37407976338403,0.4119586031543386,0.2610619469026549
272,309 days 00:00:00.000000000,14852.45772092297,121.87065980342837,106.7397369203452,0.41461741000994917,0.2625368731563422
273,310 days 00:00:00.000000000,15078.408184747559,122.79416999494543,107.84113785077129,0.4187827781928763,0.2572692793931732
274,311 days 00:00:00.000000000,15211.816688405148,123.3361937486525,108.49861588795237,0.42103118013692814,0.2547408343868521
275,312 days 00:00:00.000000000,15122.641549242026,122.97414992282738,108.12814508402043,0.41966100980997956,0.2572692793931732
276,313 days 00:00:00.000000000,15264.117965611567,123.5480391006331,108.74513719045127,0.4219822795288241,0.2528445006321113
277,314 days 00:00:00.000000000,15545.415177403387,124.6812543143651,109.72693628197563,0.42499100815332674,0.24778761061946908
278,315 days 00:00:00.000000000,15800.73632063593,125.70097979186929,110.29873645447582,0.42694987515541494,0.24778761061946905
279,316 days 00:00:00.000000000,15923.313540680565,126.18761246921413,110.59818972337342,0.42946987165100176,0.24926253687315642
280,317 days 00:00:00.000000000,16157.833811940534,127.11346825549421,111.7316302402386,0.4340489281245065,0.24209860935524646
281,318 days 00:00:00.000000000,16336.21512154716,127.81320401878344,112.59688594863935,0.4370506975193859,0.23514538558786344
282,319 days 00:00:00.000000000,16280.224783369864,127.59398411904013,112.3752061386214,0.435847386149082,0.2370417193426043
283,320 days 00:00:00.000000000,16421.576589331795,128.14669948668907,112.9730985395122,0.4377497540195438,0.236409608091024
284,321 days 00:00:00.000000000,16693.55808558286,129.2035529139306,113.86778166200477,0.4403500760902635,0.23451327433628313
285,322 days 00:00:00.000000000,16901.938488299358,130.00745551044125,114.17521095630676,0.4415707896493226,0.23893805309734512
286,323 days 00:00:00.000000000,17002.874000827913,130.39506892834527,114.29798207087244,0.4433864392831043,0.2404129793510324
287,324 days 00:00:00.000000000,17218.77563080381,131.22033238337653,115.15616811599745,0.44658571766962213,0.23640960809102413
288,325 days 00:00:00.000000000,17352.424580713465,131.7286019842064,115.75057524350912,0.44821944308677897,0.23324905183312272
289,326 days 00:00:00.000000000,17229.236076126246,131.26018465675816,115.35542783191636,0.4460611242952488,0.23598820058997053
290,327 days 00:00:00.000000000,17337.991641481436,131.67380772758656,116.0379853754922,0.4478175187467918,0.22819216182048047
291,328 days 00:00:00.000000000,17608.44475023304,132.69681514728617,116.91998003362504,0.450450388282257,0.2231352718078382
292,329 days 00:00:00.000000000,17850.700993122246,133.60651553394484,117.44720909335409,0.452632040553518,0.22640117994100292
293,330 days 00:00:00.000000000,17951.171487471263,133.98198195082526,117.54142171357178,0.45420135760779257,0.23008849557522124
294,331 days 00:00:00.000000000,17967.75780731567,134.04386523565958,117.54318664948488,0.4538308645872103,0.23072060682680146
295,332 days 00:00:00.000000000,18086.462881407402,134.48592075532443,118.14446597035739,0.45516300247956165,0.22418879056047203
296,333 days 00:00:00.000000000,18035.558810390317,134.29653312870857,118.12445087124318,0.45399151244833424,0.22418879056047197
297,334 days 00:00:00.000000000,18188.17711196052,134.86354997537518,118.93294242784697,0.45680856283209864,0.22123893805309738
298,335 days 00:00:00.000000000,18508.10779591402,136.04450667305176,120.11739896527605,0.4611558617430457,0.21460176991150445
299,336 days 00:00:00.000000000,18698.82666615209,136.74365311103873,120.5091965938614,0.4624462711210578,0.21755162241887904
300,337 days 00:00:00.000000000,18825.67969033211,137.20670424703053,120.74137797200366,0.4639822067304984,0.22123893805309724
301,338 days 00:00:00.000000000,18998.125191014526,137.83368670616963,121.52507839741526,0.4672988718632438,0.215339233038348
302,339 days 00:00:00.000000000,19104.06268863333,138.2174471209526,121.98493195331802,0.4676560675110406,0.21112515802781293
303,340 days 00:00:00.000000000,18902.028442661114,137.4846480253745,121.08011573852686,0.46272535896994205,0.21554993678887485
304,341 days 00:00:00.000000000,18902.411258269854,137.48604023052616,121.0680488040607,0.4613992581333452,0.21554993678887488
305,342 days 00:00:00.000000000,19180.052348722616,138.49206601362627,121.90085315330803,0.4634756352423008,0.21365360303413403
306,343 days 00:00:00.000000000,19337.432382127616,139.0590967255563,122.01102007481865,0.46317694540545346,0.2168141592920354
307,344 days 00:00:00.000000000,19373.14080650858,139.18743049035922,121.7489686705749,0.46314418126693835,0.22123893805309733
308,345 days 00:00:00.000000000,19536.240505866605,139.77210202993516,122.41880253329761,0.46504367088158044,0.21618204804045513
309,346 days 00:00:00.000000000,19601.812098986287,140.0064716325152,122.64409040819945,0.464507250842179,0.2142857142857143
310,347 days 00:00:00.000000000,19411.729499081746,139.32598285704555,121.81408088813681,0.4599797289550349,0.21871049304677623
311,348 days 00:00:00.000000000,19529.821498979927,139.74913773966523,122.34839397507353,0.4606688835210212,0.21744627054361568
312,349 days 00:00:00.000000000,19843.528302838964,140.86705896993436,123.36410815991148,0.4630193739995966,0.2160766961651917
313,350 days 00:00:00.000000000,19978.18074131581,141.34419245698004,123.31620133210686,0.46277942225418933,0.22197640117994105
314,351 days 00:00:00.000000000,20096.94630974195,141.76369884332854,123.4260273057466,0.46433267546693097,0.22566371681415925
315,352 days 00:00:00.000000000,20297.05567207293,142.46773554764226,124.25650762219938,0.46771280448937347,0.21997471554993675
316,353 days 00:00:00.000000000,20378.418064312777,142.75299669118255,124.56042372336292,0.4674293100223906,0.21618204804045507
317,354 days 00:00:00.000000000,20207.480221451835,142.15301692701368,123.90288189978362,0.4636570415946583,0.21681415929203537
318,355 days 00:00:00.000000000,20163.94829826269,141.99981795151248,123.77684913998226,0.46198200675419526,0.21744627054361565
319,356 days 00:00:00.000000000,20415.6725284512,142.88342286091554,124.57098759908678,0.4638515678300219,0.2161820480404551
320,357 days 00:00:00.000000000,20561.773638344206,143.39377126759797,124.73113225646371,0.463972528878305,0.21902654867256643
321,358 days 00:00:00.000000000,20636.812114858454,143.65518478237553,124.65004518457954,0.4649998281962312,0.22212389380530972
322,359 days 00:00:00.000000000,20842.877328779243,144.37062488186177,125.43902267988668,0.4685830206833687,0.21681415929203535
323,360 days 00:00:00.000000000,20922.554023823996,144.6463066373421,125.7969503343553,0.46887157465457513,0.21238938053097348
324,361 days 00:00:00.000000000,20624.199407430922,143.61127883084575,124.68662601508335,0.46403680686779486,0.21618204804045518
325,362 days 00:00:00.000000000,20608.18801762548,143.55552242120635,124.68034917855013,0.4634821309592733,0.21681415929203535
326,363 days 00:00:00.000000000,20878.13416991777,144.4926786031658,125.48564027785955,0.46589845634040133,0.21491782553729452
327,364 days 00:00:00.000000000,20951.87892116757,144.7476387412505,125.23907896584709,0.4650266480266681,0.22123893805309733
328,365 days 00:00:00.000000000,21008.52001580042,144.94316132815794,125.17093770442597,0.4665952748250314,0.22418879056047195
